brand,price,rating,sim_type,5g,volte,nfc,ir_blaster,processor_brand,num_cores,processor_speed,ram,storage,battery,fast_charging,fast_charging_capacity,display_type,screen_size,screen_resolution,refresh_rate,display_category,num_back_camera,num_front_camera,card,os,os_version,apple,asus,blackview,blu,cat,cola,doogee,duoqin,gionee,google,honor,huawei,ikall,infinix,iqoo,itel,jio,lava,leeco,leitz,lenovo,letv,lg,lyf,micromax,motorola,nokia,nothing,nubia,oneplus,oppo,oukitel,poco,realme,redmi,royole,samsung,sharp,sony,tcl,tecno,tesla,vertu,vivo,xiaomi,zte,Dual Sim,Single Sim,no,yes,no,yes,no,yes,no,yes,Not Available,a13,apple,bionic,dimensity,exynos,fusion,google,helio,kirin,qualcomm,samsung,sanpdragon,sc9863a,snapdragon,spreadtrum,tiger,unisoc,Dual Display,Foldable Display,"Foldable Display, Dual Display",Normal Display,Dual Punch Hole,Large Notch,No info available,Punch Hole,Small Notch,Water Drop Notch,Android,EMUI,Harmony,HarmonyOS,Hongmeng,Not Available,Pragati,iOS
oneplus,34999,84.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,8,128,5000,1,100.0,Normal Display,6.7,"1080x2412px,",120,Punch Hole,3,1,-1,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
redmi,18999,81.0,Dual Sim,no,yes,no,yes,snapdragon,8,2,6,128,5000,1,67.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,4,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nothing,39990,88.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,8,128,4700,1,66.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,16499,82.0,Dual Sim,no,yes,no,no,helio,8,2,8,128,5000,1,15.0,Normal Display,6.4,"1080x2400px,",90,Water Drop Notch,4,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
google,54300,89.0,Dual Sim,yes,yes,yes,no,google,8,2,12,128,5003,1,30.0,Normal Display,6.71,"1440x3120px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
infinix,9999,73.0,Dual Sim,no,yes,no,no,helio,8,2,4,64,5000,1,33.0,Normal Display,6.7,1080x2400px,60,Water Drop Notch,3,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,15990,77.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,6,128,5000,1,18.0,Normal Display,6.58,"1080x2408px,",90,Water Drop Notch,2,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,22700,86.0,Dual Sim,yes,yes,no,yes,snapdragon,8,2,8,128,5000,1,67.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,50990,89.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,3,8,256,4600,1,120.0,Normal Display,6.73,"1440x3200px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
apple,64900,79.0,Dual Sim,yes,yes,yes,no,bionic,6,3,4,128,2438,1,1.0,Normal Display,5.4,1080x2340px,60,Large Notch,2,1,0,iOS,v15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
tecno,13799,77.0,Dual Sim,no,yes,no,no,helio,8,2,6,128,7000,1,33.0,Normal Display,6.9,"1080x2460px,",90,Punch Hole,3,1,256,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,8999,65.0,Dual Sim,no,yes,no,no,tiger,8,1,4,64,5000,0,-1.0,Normal Display,6.52,720x1600px,60,Water Drop Notch,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
asus,89999,88.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,18,512,6000,1,65.0,Normal Display,6.78,"1080x2448px,",165,No info available,3,1,0,Android,v12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
vivo,21994,84.0,Dual Sim,yes,yes,no,no,dimensity,8,2,8,128,4050,1,44.0,Normal Display,6.44,1080x2400px,60,Water Drop Notch,3,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
apple,69990,70.0,Dual Sim,no,yes,yes,no,bionic,0,0,6,128,3500,1,1.0,Normal Display,5.42,1080x2340px,60,Punch Hole,2,1,0,iOS,v15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
xiaomi,12999,75.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,4,64,5000,1,18.0,Normal Display,6.5,"1080x2400px,",90,Punch Hole,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
iqoo,24990,83.0,Dual Sim,yes,yes,yes,no,dimensity,8,3,8,128,5000,1,120.0,Normal Display,6.78,"1080x2400px,",120,Punch Hole,3,1,0,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,19990,82.0,Dual Sim,no,yes,no,no,snapdragon,8,2,8,128,5000,1,25.0,Normal Display,6.6,1080x2408px,60,Water Drop Notch,4,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,26999,82.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,8,128,5000,1,67.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,19999,81.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,2,8,128,5000,1,67.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,0,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
infinix,16900,83.0,Dual Sim,no,yes,no,no,helio,8,2,8,256,5000,1,33.0,Normal Display,6.7,1080x2400px,60,Water Drop Notch,3,1,2048,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
infinix,19999,78.0,Dual Sim,yes,yes,no,no,dimensity,8,2,6,128,5000,1,18.0,Normal Display,6.6,"1080x2408px,",120,Water Drop Notch,2,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
apple,182999,78.0,Dual Sim,yes,yes,yes,no,bionic,6,0,6,1024,4323,1,1.0,Normal Display,6.7,"1290x2796px,",120,No info available,3,1,0,iOS,v16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
samsung,12999,75.0,Dual Sim,no,yes,no,no,exynos,8,2,6,128,6000,1,15.0,Normal Display,6.6,1080x2400px,60,Water Drop Notch,3,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
poco,15999,82.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,8,128,5000,1,33.0,Normal Display,6.6,"1080x2400px,",90,Punch Hole,2,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,13999,82.0,Dual Sim,no,yes,no,yes,helio,8,2,8,128,5000,1,33.0,Normal Display,6.43,1080x2400px,60,Punch Hole,4,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,7749,61.0,Dual Sim,no,yes,no,no,sc9863a,8,1,4,64,5000,0,-1.0,Normal Display,6.52,720x1600px,60,Water Drop Notch,1,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
samsung,24999,81.0,Dual Sim,yes,yes,no,no,snapdragon,8,2,8,128,5000,1,25.0,Normal Display,6.6,"1080x2408px,",120,Water Drop Notch,4,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
motorola,59999,0.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,12,256,4610,1,125.0,Normal Display,6.67,"1080x2400px,",144,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oppo,25895,82.0,Dual Sim,yes,yes,no,no,snapdragon,8,2,8,128,4500,1,33.0,Normal Display,6.43,1080x2400px,60,Punch Hole,3,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,46990,89.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,3,8,128,4500,1,67.0,Normal Display,6.36,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,7499,64.0,Dual Sim,no,yes,no,no,helio,8,2,3,32,5000,0,-1.0,Normal Display,6.53,720x1600px,60,Water Drop Notch,1,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
vivo,7790,60.0,Dual Sim,no,yes,no,no,helio,8,2,2,32,5000,1,10.0,Normal Display,6.51,720x1600px,60,Water Drop Notch,1,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,25999,85.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,8,256,5080,1,67.0,Normal Display,6.6,"1080x2460px,",144,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,6299,60.0,Dual Sim,no,yes,no,no,tiger,8,1,3,32,5000,0,-1.0,Normal Display,6.5,720x1600px,60,Water Drop Notch,1,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
motorola,12999,77.0,Dual Sim,yes,yes,yes,no,snapdragon,8,2,4,64,5000,0,-1.0,Normal Display,6.8,"1080x2400px,",120,Punch Hole,3,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,11999,75.0,Dual Sim,no,yes,no,no,snapdragon,8,2,6,128,6000,1,18.0,Normal Display,6.7,720x1600px,60,Water Drop Notch,2,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,21890,83.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,2,6,128,4250,1,33.0,Normal Display,6.55,"1080x2400px,",90,Punch Hole,3,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,69999,84.0,Single Sim,yes,yes,yes,no,snapdragon,8,2,8,128,3300,1,15.0,"Foldable Display, Dual Display",6.7,"1080x2640px,",120,Punch Hole,2,1,0,Not Available,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
apple,55999,75.0,Dual Sim,yes,yes,yes,no,bionic,6,3,4,128,Not,0,-1.0,Normal Display,6.1,1170x2532px,60,Large Notch,2,1,0,iOS,v14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
oneplus,55999,87.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,16,256,4800,1,150.0,Normal Display,6.7,"1080x2412px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,14999,75.0,Dual Sim,no,yes,no,no,Not Available,8,2,4,128,5000,1,25.0,Normal Display,6.6,1080x2408px,60,Water Drop Notch,4,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
oppo,25994,85.0,Dual Sim,yes,yes,yes,no,dimensity,8,2,8,256,4500,1,65.0,Normal Display,6.43,"1080x2400px,",90,Punch Hole,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oneplus,42999,85.0,Dual Sim,yes,yes,yes,no,snapdragon,8,2,8,128,4500,1,1.0,Normal Display,6.62,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,33499,89.0,Dual Sim,yes,yes,yes,no,exynos,8,2,8,128,5000,1,25.0,Normal Display,6.5,"1080x2400px,",120,Punch Hole,4,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,118999,0.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,12,512,5000,1,45.0,Normal Display,6.8,"1440x3080px,",120,Punch Hole,4,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
motorola,16999,80.0,Dual Sim,yes,yes,yes,no,snapdragon,8,2,6,128,5000,1,33.0,Normal Display,6.4,1080x2400px,60,Punch Hole,3,1,0,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
itel,6990,0.0,Dual Sim,no,yes,no,no,Not Available,4,1,2,32,4000,0,-1.0,Normal Display,6.6,1600x720px,60,Punch Hole,3,1,32,Android,v10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
