brand,price,rating,sim_type,5g,volte,nfc,ir_blaster,processor_brand,num_cores,processor_speed,ram,storage,battery,fast_charging,fast_charging_capacity,display_type,screen_size,screen_resolution,refresh_rate,display_category,num_back_camera,num_front_camera,card,os,os_version,apple,asus,blackview,blu,cat,cola,doogee,duoqin,gionee,google,honor,huawei,ikall,infinix,iqoo,itel,jio,lava,leeco,leitz,lenovo,letv,lg,lyf,micromax,motorola,nokia,nothing,nubia,oneplus,oppo,oukitel,poco,realme,redmi,royole,samsung,sharp,sony,tcl,tecno,tesla,vertu,vivo,xiaomi,zte,Dual Sim,Single Sim,no,yes,no,yes,no,yes,no,yes,Not Available,a13,apple,bionic,dimensity,exynos,fusion,google,helio,kirin,qualcomm,samsung,sanpdragon,sc9863a,snapdragon,spreadtrum,tiger,unisoc,Dual Display,Foldable Display,"Foldable Display, Dual Display",Normal Display,Dual Punch Hole,Large Notch,No info available,Punch Hole,Small Notch,Water Drop Notch,Android,EMUI,Harmony,HarmonyOS,Hongmeng,Not Available,Pragati,iOS
huawei,23999,84.0,Dual Sim,no,yes,yes,no,sanpdragon,8,2,8,256,4500,1,66.0,Normal Display,6.67,"1080x2160px,",90,Punch Hole,3,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,12999,75.0,Dual Sim,no,yes,no,no,snapdragon,8,2,4,128,5000,1,18.0,Normal Display,6.58,"1080x2408px,",90,Water Drop Notch,2,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
nubia,60990,86.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,12,256,5000,1,135.0,Normal Display,6.8,"1080x2400px,",120,No info available,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
motorola,8859,67.0,Dual Sim,no,yes,no,no,helio,8,1,4,64,5000,1,18.0,Normal Display,6.5,"720x1600px,",90,Punch Hole,3,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
iqoo,33749,84.0,Dual Sim,yes,yes,no,yes,snapdragon,8,3,12,256,4700,1,80.0,Normal Display,6.62,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,15990,63.0,Dual Sim,no,yes,no,no,Not Available,8,0,6,64,5000,1,1.0,Normal Display,6.5,720x1600px,60,Water Drop Notch,3,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
poco,24990,84.0,Dual Sim,yes,yes,yes,yes,dimensity,8,2,8,128,5080,1,67.0,Normal Display,6.6,"1080x2460px,",144,Punch Hole,3,1,0,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,14999,76.0,Dual Sim,yes,yes,no,no,dimensity,8,2,4,128,5000,1,33.0,Normal Display,6.6,"1080x2400px,",90,Punch Hole,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,17990,76.0,Dual Sim,yes,yes,no,no,dimensity,8,2,6,128,4500,1,80.0,Normal Display,6.64,"1080x2388px,",120,Punch Hole,2,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
honor,24990,75.0,Dual Sim,yes,yes,no,no,dimensity,8,2,8,128,4300,1,66.0,Normal Display,6.67,"1080x2340px,",120,Punch Hole,3,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,11600,74.0,Dual Sim,no,yes,no,yes,helio,8,2,4,64,5000,1,18.0,Normal Display,6.58,"1080x2400px,",90,Water Drop Notch,3,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
realme,8299,62.0,Dual Sim,no,yes,no,no,tiger,8,1,3,32,5000,0,-1.0,Normal Display,6.52,720x1600px,60,Water Drop Notch,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
motorola,11999,78.0,Dual Sim,no,yes,no,no,helio,8,2,6,128,5000,1,20.0,Normal Display,6.47,1080x2400px,60,Punch Hole,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,89999,88.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,8,128,3700,1,25.0,"Foldable Display, Dual Display",6.7,"1080x2640px,",120,Punch Hole,2,1,0,Not Available,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
oneplus,27999,77.0,Dual Sim,no,yes,yes,no,snapdragon,8,2,8,128,3300,0,-1.0,Normal Display,6.28,1080x2280px,60,No info available,2,1,0,Android,v8.1 (Oreo),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
google,15990,69.0,Single Sim,no,yes,yes,no,snapdragon,8,2,4,128,3520,1,1.0,Normal Display,6.0,1440x2880px,60,No info available,1,1,0,Android,v8.0 (Oreo),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
xiaomi,7289,60.0,Dual Sim,no,yes,no,no,helio,4,2,2,32,5000,1,10.0,Normal Display,6.52,720x1600px,60,Water Drop Notch,2,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
honor,30990,86.0,Dual Sim,yes,yes,yes,no,snapdragon,8,2,8,256,4800,1,66.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,15499,77.0,Dual Sim,no,yes,no,no,helio,8,2,6,128,5000,1,33.0,Normal Display,6.6,"1080x2412px,",120,Punch Hole,3,1,256,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,8499,66.0,Dual Sim,no,yes,no,no,helio,8,2,3,32,5000,0,-1.0,Normal Display,6.51,720x1600px,60,Water Drop Notch,2,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
samsung,14490,80.0,Dual Sim,no,yes,no,no,helio,8,2,6,128,6000,1,15.0,Normal Display,6.4,"1080x2400px,",90,Water Drop Notch,4,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
samsung,15490,80.0,Dual Sim,yes,yes,no,no,dimensity,8,2,6,128,5000,1,15.0,Normal Display,6.6,"1080x2408px,",90,Water Drop Notch,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
realme,14990,78.0,Dual Sim,yes,yes,no,no,snapdragon,8,2,6,128,5000,1,60.0,Normal Display,6.6,"1080x2412px,",120,Punch Hole,3,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
poco,15999,75.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,4,64,5000,1,18.0,Normal Display,6.5,"1080x2400px,",90,Punch Hole,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
google,36000,82.0,Dual Sim,yes,yes,yes,no,snapdragon,8,2,8,128,4080,1,18.0,Normal Display,6.0,"1080x2340px,",90,Punch Hole,2,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oneplus,69999,0.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,12,256,4800,1,150.0,Normal Display,6.73,"1440x3412px,",144,Punch Hole,3,1,-1,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,26990,86.0,Dual Sim,yes,yes,yes,yes,dimensity,8,2,8,256,4300,1,210.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,0,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,10630,71.0,Dual Sim,no,yes,no,no,exynos,8,2,4,64,6000,1,15.0,Normal Display,6.6,1080x2400px,60,Water Drop Notch,3,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
oppo,42990,85.0,Dual Sim,yes,yes,yes,no,dimensity,8,2,8,256,4500,1,80.0,Normal Display,6.7,"1080x2412px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,24990,77.0,Dual Sim,yes,yes,no,no,dimensity,8,3,8,128,4500,1,1.0,Normal Display,6.58,"1080x2400px,",90,Punch Hole,3,1,0,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
iqoo,14489,77.0,Dual Sim,no,yes,no,no,snapdragon,8,2,4,128,5000,1,44.0,Normal Display,6.44,"1080x2400px,",120,Water Drop Notch,3,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
oppo,16490,73.0,Dual Sim,no,yes,no,no,snapdragon,8,2,6,128,5000,1,33.0,Normal Display,6.56,"720x1612px,",90,Punch Hole,2,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,24494,82.0,Dual Sim,yes,yes,no,no,dimensity,8,2,8,256,4500,1,60.0,Normal Display,6.4,"1080x2400px,",90,Punch Hole,3,1,0,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,7999,61.0,Dual Sim,no,yes,no,no,helio,8,2,2,32,5000,0,-1.0,Normal Display,6.51,720x1600px,60,Water Drop Notch,1,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
motorola,23990,85.0,Dual Sim,yes,yes,no,no,snapdragon,8,2,6,128,5000,1,33.0,Normal Display,6.8,"1080x2460px,",144,Punch Hole,3,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,49959,89.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,8,128,5000,1,65.0,Normal Display,6.7,"1440x3216px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
apple,129900,83.0,Dual Sim,yes,yes,yes,no,bionic,6,3,6,256,3095,1,1.0,Normal Display,6.1,"1170x2532px,",120,Large Notch,3,1,0,iOS,v15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
vivo,19990,80.0,Dual Sim,no,yes,no,no,helio,8,2,8,128,4000,1,33.0,Normal Display,6.44,1080x2400px,60,Water Drop Notch,3,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
samsung,14990,67.0,Dual Sim,no,yes,yes,no,Not Available,8,0,4,64,5000,1,25.0,Normal Display,6.62,2408x1080px,60,Punch Hole,3,1,1024,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,23269,85.0,Dual Sim,no,yes,no,no,snapdragon,8,2,8,128,4000,1,33.0,Normal Display,6.44,1080x2400px,60,Water Drop Notch,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,13999,75.0,Dual Sim,no,yes,no,yes,snapdragon,8,2,4,64,5020,1,18.0,Normal Display,6.67,1080x2400px,60,Punch Hole,4,1,512,Android,v10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oneplus,35389,85.0,Dual Sim,yes,yes,yes,no,dimensity,8,2,8,128,5000,1,80.0,Normal Display,6.7,"1080x2412px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
google,79700,0.0,Dual Sim,yes,yes,yes,no,google,8,2,12,256,5003,1,30.0,Normal Display,6.71,"1440x3120px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nokia,9499,62.0,Dual Sim,no,yes,no,no,unisoc,8,1,3,32,5050,1,10.0,Normal Display,6.74,720x1600px,60,Water Drop Notch,3,1,256,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
infinix,12340,76.0,Dual Sim,no,yes,no,no,tiger,8,2,8,128,5000,1,18.0,Normal Display,6.6,"720x1612px,",90,Water Drop Notch,2,1,256,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
poco,10799,74.0,Dual Sim,no,yes,no,yes,helio,8,2,4,64,5000,1,18.0,Normal Display,6.58,"1080x2400px,",90,Water Drop Notch,3,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,14990,73.0,Dual Sim,no,yes,no,no,snapdragon,8,2,4,128,6000,1,18.0,Normal Display,6.7,720x1600px,60,Water Drop Notch,2,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
zte,61990,89.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,8,128,5000,1,65.0,Normal Display,6.8,"1116x2480px,",120,No info available,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
xiaomi,51880,0.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,3,12,256,4600,1,120.0,Normal Display,6.73,"1440x3200px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
